#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD1806
#Date Time: 2023-11-21 13:36:14.257
#Sample rate: 884956Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 135 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 20 mV/div Offset: 8 mV Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 35 mV Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.003197617900562288,-0.004427905112419888,-0.0004086567321276227
-0.003196487900562288,-0.003751342261472275,-0.0004086567321276227
-0.003195357900562288,-0.003751342261472275,-0.0004086567321276227
-0.003194227900562288,-0.003751342261472275,-0.0007474507088438831
-0.003193097900562288,-0.003751342261472275,-0.0007474507088438831
-0.003191967900562287,-0.003413060835998775,-0.0007474507088438831
-0.003190837900562288,-0.004089623686946081,-0.0007474507088438831
-0.003189707900562288,-0.004089623686946081,-0.0004086567321276227
-0.003188577900562288,-0.004089623686946081,-0.0007474507088438831
-0.003187447900562288,-0.003751342261472429,-0.00108624468555999
-0.003186317900562288,-0.003751342261472275,-0.001086244685560143
-0.003185187900562288,-0.003751342261472275,-0.0007474507088438831
-0.003184057900562288,-0.003751342261472275,-0.0007474507088438831
-0.003182927900562288,-0.003751342261472275,-0.00108624468555999
-0.003181797900562288,-0.003751342261472275,-0.001763832638992664
-0.003180667900562288,-0.003751342261472275,-0.001086244685560143
-0.003179537900562288,-0.003751342261472121,-0.0007474507088438831
-0.003178407900562288,-0.003413060835998621,-0.0007474507088438831
-0.003177277900562288,-0.003751342261472275,-0.001086244685560143
-0.003176147900562288,-0.003413060835998467,-0.0007474507088438831
-0.003175017900562288,-0.003413060835998621,-0.0004086567321276227
-0.003173887900562288,-0.003751342261472121,-0.0004086567321276227
-0.003172757900562288,-0.003751342261472275,-0.0004086567321276227
-0.003171627900562288,-0.004089623686946081,-0.0004086567321276227
-0.003170497900562287,-0.003751342261472275,-0.0007474507088438831
-0.003169367900562288,-0.003751342261472275,-0.0007474507088438831
-0.003168237900562288,-0.003751342261472275,-0.0007474507088438831
-0.003167107900562288,-0.003751342261472275,-0.001425038662276404
-0.003165977900562288,-0.003751342261472275,-0.001425038662276404
-0.003164847900562288,-0.003751342261472275,-0.001086244685560143
-0.003163717900562288,-0.003751342261472275,-0.001086244685560143
-0.003162587900562288,-0.003751342261472275,-0.001086244685560143
-0.003161457900562288,-0.003751342261472275,-0.0007474507088440372
-0.003160327900562288,-0.004089623686946081,-0.001086244685560143
-0.003159197900562288,-0.003413060835998467,-0.0007474507088438831
-0.003158067900562288,-0.003751342261472121,-0.0007474507088438831
-0.003156937900562288,-0.003413060835998621,-0.0007474507088438831
-0.003155807900562288,-0.004427905112419888,-0.001086244685560143
-0.003154677900562288,-0.004089623686946081,-0.001086244685560143
-0.003153547900562288,-0.004089623686946081,-0.001086244685560143
-0.003152417900562288,-0.004089623686946081,-0.001086244685560143
-0.003151287900562288,-0.003751342261472275,-0.001425038662276404
-0.003150157900562288,-0.003413060835998467,-0.001425038662276404
-0.003149027900562287,-0.003751342261472429,-0.001086244685560143
-0.003147897900562288,-0.004089623686946081,-0.001086244685560143
-0.003146767900562288,-0.004089623686946081,-0.001086244685560143
-0.003145637900562288,-0.004089623686946081,-0.001086244685560143
-0.003144507900562287,-0.003751342261471967,-0.0007474507088441912
-0.003143377900562288,-0.003074779410524661,-0.001425038662276404
-0.003142247900562288,-0.003413060835998467,-0.001086244685560143
-0.003141117900562288,-0.003413060835998467,-0.0004086567321276227
-0.003139987900562288,-0.004089623686945773,-0.001086244685559835
-0.003138857900562288,-0.003751342261472275,-0.0007474507088438831
-0.003137727900562288,-0.003751342261472275,-0.0007474507088438831
-0.003136597900562288,-0.003413060835998467,-0.0004086567321277768
-0.003135467900562288,-0.003413060835998467,-0.000747450708843729
-0.003134337900562288,-0.003751342261472275,-0.0004086567321276227
-0.003133207900562288,-0.003413060835998467,-0.001086244685560143
-0.003132077900562288,-0.003751342261472429,-0.0007474507088440372
-0.003130947900562288,-0.004089623686945928,-0.00108624468555999
-0.003129817900562288,-0.004089623686946081,-0.001086244685560143
-0.003128687900562288,-0.004089623686946081,-0.001425038662276404
-0.003127557900562287,-0.003751342261472275,-0.001086244685559989
-0.003126427900562288,-0.003751342261472275,-0.0007474507088438831
-0.003125297900562288,-0.003751342261472275,-0.001425038662276404
-0.003124167900562288,-0.003074779410524661,-0.001086244685560143
-0.003123037900562287,-0.003751342261472582,-0.001763832638992356
-0.003121907900562288,-0.004427905112419888,-0.001086244685560143
-0.003120777900562288,-0.003751342261472275,-0.001086244685560143
-0.003119647900562288,-0.003751342261472275,-0.001086244685560143
-0.003118517900562288,-0.003413060835998621,-0.0007474507088440372
-0.003117387900562288,-0.003751342261472275,-0.0007474507088438831
-0.003116257900562288,-0.004427905112419888,-0.0004086567321276227
-0.003115127900562288,-0.003413060835998467,-0.0007474507088440372
-0.003113997900562288,-0.003413060835998467,-0.00108624468555999
-0.003112867900562288,-0.003751342261472275,-0.001425038662276404
-0.003111737900562288,-0.003751342261472275,-0.001086244685560143
-0.003110607900562288,-0.003413060835998621,-0.001086244685560143
-0.003109477900562288,-0.003751342261472121,-0.001086244685560143
-0.003108347900562288,-0.003751342261472275,-0.0004086567321276227
-0.003107217900562288,-0.003413060835998467,-0.001425038662276404
-0.003106087900562288,-0.003751342261472429,-0.0007474507088440372
-0.003104957900562288,-0.004089623686945928,-0.00108624468555999
-0.003103827900562288,-0.004089623686946081,-0.0007474507088438831
-0.003102697900562288,-0.003413060835998467,-0.0007474507088438831
-0.003101567900562287,-0.003413060835998775,-0.0007474507088440372
-0.003100437900562288,-0.004089623686946081,-0.001086244685560143
-0.003099307900562288,-0.003751342261472275,-0.0007474507088438831
-0.003098177900562288,-0.003751342261472275,-0.001425038662276404
-0.003097047900562288,-0.004089623686945928,-0.001086244685560297
-0.003095917900562288,-0.004089623686946081,-0.0007474507088438831
-0.003094787900562288,-0.004427905112419888,-0.0004086567321276227
-0.003093657900562288,-0.003751342261472275,-0.001086244685560143
-0.003092527900562288,-0.003751342261472275,-0.001086244685560143
-0.003091397900562288,-0.003751342261472275,-0.001086244685560143
-0.003090267900562288,-0.004089623686946081,-0.001086244685560143
-0.003089137900562288,-0.003751342261472275,-0.0007474507088438831
-0.003088007900562288,-0.003751342261472275,-0.0007474507088438831
-0.003086877900562288,-0.003751342261472275,-0.0007474507088438831
-0.003085747900562288,-0.003751342261472275,-0.0007474507088438831
-0.003084617900562288,-0.004089623686945928,-0.0004086567321277768
-0.003083487900562288,-0.003751342261472429,-0.000747450708843729
-0.003082357900562288,-0.003751342261472275,-0.001086244685560143
-0.003081227900562288,-0.003751342261472275,-0.0007474507088438831
-0.003080097900562287,-0.003751342261472275,-0.0007474507088440372
-0.003078967900562288,-0.003751342261472275,-0.001086244685560143
-0.003077837900562288,-0.003751342261472275,-0.0007474507088438831
-0.003076707900562288,-0.003751342261472275,-0.0007474507088438831
-0.003075577900562288,-0.003413060835998621,-0.00108624468555999
-0.003074447900562288,-0.003751342261472275,-0.001086244685560143
-0.003073317900562288,-0.003413060835998467,-0.001086244685560143
-0.003072187900562288,-0.004089623686945928,-0.001086244685559835
-0.003071057900562288,-0.003751342261472429,-0.0004086567321279308
-0.003069927900562288,-0.003751342261472275,-0.0007474507088438831
-0.003068797900562288,-0.003413060835998467,-0.0007474507088438831
-0.003067667900562288,-0.003751342261472275,-0.0007474507088438831
-0.003066537900562288,-0.003751342261472275,-0.0007474507088438831
-0.003065407900562288,-0.003751342261472275,-0.0007474507088438831
-0.003064277900562288,-0.003751342261472275,-0.0007474507088438831
-0.003063147900562288,-0.003074779410524815,-0.0007474507088438831
-0.003062017900562288,-0.003413060835998313,-0.0007474507088438831
-0.003060887900562288,-0.004089623686946081,-0.001086244685560143
-0.003059757900562288,-0.003751342261472275,-0.001086244685560143
-0.003058627900562287,-0.003751342261472275,-6.986275541167046e-05
-0.003057497900562288,-0.003751342261472275,-0.0007474507088438831
-0.003056367900562288,-0.003413060835998467,-0.0007474507088438831
-0.003055237900562288,-0.004089623686946081,-0.0007474507088438831
-0.003054107900562288,-0.003751342261472429,-0.0007474507088438831
-0.003052977900562288,-0.003413060835998467,-6.986275541136233e-05
-0.003051847900562288,-0.003751342261472275,-0.0007474507088438831
-0.003050717900562288,-0.004089623686946081,-0.0007474507088438831
-0.003049587900562288,-0.004089623686946081,-0.0007474507088438831
-0.003048457900562288,-0.003751342261472275,-0.0004086567321276227
-0.003047327900562288,-0.004089623686946081,-0.0007474507088438831
-0.003046197900562288,-0.003413060835998621,-0.0004086567321276227
